Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Online,Commercial operation,Shutdown,Offline,Latitude,Longitude,Link1,Link2,Link3,Power from Nuclear
Shut Down,Germany,DE-10,STADE, PWR,1/1/1972,"January, 1972",5/1/1972,11/1/2003,"November, 2003",53.62,9.53083,https://en.wikipedia.org/wiki/Stade_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/germany.aspx,,0.12
Operational,India,IN-7,NARORA-1,PHWR,7/1/1989,"July, 1989",1/1/1991,,None (Currently operational),28.15806,78.40944,https://en.wikipedia.org/wiki/Narora_Atomic_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/india.aspx,,0.02
Operational,India,IN-8,NARORA-2,PHWR,1/1/1992,"January, 1992",7/1/1992,,None (Currently operational),28.15806,78.40944,https://en.wikipedia.org/wiki/Narora_Atomic_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/india.aspx,,0.02
Shut Down,Italy,IT-4,CAORSO, BWR,5/1/1978,"May, 1978",12/1/1981,7/1/1990,"July, 1990",45.07206,9.87214,https://en.wikipedia.org/wiki/Caorso_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/italy.aspx,,0
Shut Down,Italy,IT-2,GARIGLIANO, BWR,1/1/1964,"January, 1964",6/1/1964,3/1/1982,"March, 1982",41.25849,13.83492,https://en.wikipedia.org/wiki/Garigliano_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/italy.aspx,,0
Operational,Netherlands,NL-2,BORSSELE,PWR,7/1/1973,"July, 1973",10/1/1973,,None (Currently operational),51.43083,3.71833,https://en.wikipedia.org/wiki/Borssele_Nuclear_Power_Station,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/netherlands.aspx,,0.03
Shut Down,Netherlands,NL-1,DODEWAARD, BWR,10/1/1968,"October, 1968",3/1/1969,3/1/1997,"March, 1997",51.89944,5.68611,https://en.wikipedia.org/wiki/Dodewaard_nuclear_power_plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/netherlands.aspx,,0.03
Operational,Slovakia,SK-13,BOHUNICE-3,PWR,8/1/1984,"August, 1984",2/1/1985,,None (Currently operational),48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,,0.53
Operational,Slovakia,SK-14,BOHUNICE-4,PWR,8/1/1985,"August, 1985",12/1/1985,,None (Currently operational),48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,,0.53
Shut Down,Slovakia,SK-2,BOHUNICE-1, PWR,12/1/1978,"December, 1978",4/1/1980,12/1/2006,"December, 2006",48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,,0.53
Shut Down,Slovakia,SK-3,BOHUNICE-2, PWR,3/1/1980,"March, 1980",1/1/1981,12/1/2008,"December, 2008",48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,,0.53
Shut Down,Slovakia,SK-1,BOHUNICE A1, HWGCR,12/1/1972,"December, 1972",12/1/1972,2/1/1977,"February, 1977",48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,,0.53
Operational,Slovenia,SI-1,KRSKO,PWR,10/1/1981,"October, 1981",1/1/1983,,None (Currently operational),45.938333,15.515556,https://en.wikipedia.org/wiki/Kr%25C5%25A1ko_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovenia.aspx,,0.39
Operational,Spain,ES-10,COFRENTES,BWR,10/1/1984,"October, 1984",3/1/1985,,None (Currently operational),39.21667,-1.05,https://en.wikipedia.org/wiki/Cofrentes_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/spain.aspx,,0.21
Operational,Ukraine,UA-44,SOUTH UKRAINE-1,PWR,12/1/1982,"December, 1982",12/1/1983,,None (Currently operational),47.81667,31.21667,https://en.wikipedia.org/wiki/South_Ukraine_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/ukraine.aspx,,0.55
Operational,Ukraine,UA-45,SOUTH UKRAINE-2,PWR,1/1/1985,"January, 1985",4/1/1985,,None (Currently operational),47.81667,31.21667,https://en.wikipedia.org/wiki/South_Ukraine_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/ukraine.aspx,,0.55
Operational,Ukraine,UA-48,SOUTH UKRAINE-3,PWR,9/1/1989,"September, 1989",12/1/1989,,None (Currently operational),47.81667,31.21667,https://en.wikipedia.org/wiki/South_Ukraine_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/ukraine.aspx,,0.55
Operational,Ukraine,UA-40,KHMELNITSKI-1,PWR,12/1/1987,"December, 1987",8/1/1988,,None (Currently operational),50.3014056,26.64975,https://en.wikipedia.org/wiki/Khmelnytskyi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/ukraine.aspx,,0.55
Operational,Ukraine,UA-41,KHMELNITSKI-2,PWR,8/1/2004,"August, 2004",12/1/2005,,None (Currently operational),50.3014056,26.64975,https://en.wikipedia.org/wiki/Khmelnytskyi_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/ukraine.aspx,,0.55
Shut Down,United Kingdom,GB-9A,DUNGENESS A-1, GCR,9/1/1965,"September, 1965",10/1/1965,12/1/2006,"December, 2006",50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Shut Down,United Kingdom,GB-9B,DUNGENESS A-2, GCR,11/1/1965,"November, 1965",12/1/1965,12/1/2006,"December, 2006",50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Shut Down,United Kingdom,GB-7A,HINKLEY POINT A-1, GCR,2/1/1965,"February, 1965",3/1/1965,5/1/2000,"May, 2000",51.208739,-3.133743,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Shut Down,United Kingdom,GB-7B,HINKLEY POINT A-2, GCR,3/1/1965,"March, 1965",5/1/1965,5/1/2000,"May, 2000",51.208739,-3.133743,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Shut Down,United Kingdom,GB-6A,HUNTERSTON A-1, GCR,2/1/1964,"February, 1964",2/1/1964,3/1/1990,"March, 1990",55.72222,-4.89,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Shut Down,United Kingdom,GB-6B,HUNTERSTON A-2, GCR,6/1/1964,"June, 1964",7/1/1964,12/1/1989,"December, 1989",55.72222,-4.89,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station,https://www.world-nuclear.org/information-library/country-profiles/countries-t-z/united-kingdom.aspx,,0.2
Operational,Russia,RU-151,AKADEMIK LOMONOSOV-1,PWR,12/1/2019,"December, 2019",5/1/2020,,None (Currently operational),69.7,170.316667,https://en.wikipedia.org/wiki/Akademik_Lomonosov,https://www.world-nuclear.org/reactor/default.aspx/AKADEMIK%2520LOMONOSOV-1,,0.19
Operational,Russia,RU-152,AKADEMIK LOMONOSOV-2,PWR,12/1/2019,"December, 2019",5/1/2020,,None (Currently operational),69.7,170.316667,https://en.wikipedia.org/wiki/Akademik_Lomonosov,https://www.world-nuclear.org/reactor/default.aspx/AKADEMIK%2520LOMONOSOV-1,,0.19
Shut Down,Kazakhstan,KZ-10,AKTAU, FBR,7/1/1973,"July, 1973",7/1/1973,4/1/1999,"April, 1999",43.607,51.283,https://en.wikipedia.org/wiki/BN-350_reactor,https://www.world-nuclear.org/reactor/default.aspx/AKTAU,,0
Operational,Spain,ES-6,ALMARAZ-1,PWR,5/1/1981,"May, 1981",9/1/1983,,None (Currently operational),39.80805556,-5.69694,https://en.wikipedia.org/wiki/Almaraz_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ALMARAZ-1,,0.21
Operational,Spain,ES-7,ALMARAZ-2,PWR,10/1/1983,"October, 1983",7/1/1984,,None (Currently operational),39.80805556,-5.69694,https://en.wikipedia.org/wiki/Almaraz_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ALMARAZ-1,,0.21
Operational,Brazil,BR-1,ANGRA-1,PWR,4/1/1982,"April, 1982",1/1/1985,,None (Currently operational),-23.00833,-44.45722,https://en.wikipedia.org/wiki/Angra_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ANGRA-1,,0.03
Operational,Brazil,BR-2,ANGRA-2,PWR,7/1/2000,"July, 2000",2/1/2001,,None (Currently operational),-23.00833,-44.45722,https://en.wikipedia.org/wiki/Angra_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ANGRA-1,,0.03
Shut Down,Russia,RU-1,APS-1 OBNINSK, LWGR,6/1/1954,"June, 1954",12/1/1954,4/1/2002,"April, 2002",55.08417,36.56972,https://en.wikipedia.org/wiki/Obninsk_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/APS-1%2520OBNINSK,,0.19
Operational,Spain,ES-8,ASCO-1,PWR,8/1/1983,"August, 1983",12/1/1984,,None (Currently operational),41.2,0.569444,https://en.wikipedia.org/wiki/Asc%25C3%25B3_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ASCO-1,,0.21
Operational,Spain,ES-9,ASCO-2,PWR,10/1/1985,"October, 1985",3/1/1986,,None (Currently operational),41.2,0.569444,https://en.wikipedia.org/wiki/Asc%25C3%25B3_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ASCO-1,,0.21
Shut Down,Germany,DE-4,AVR JUELICH, HTGR,12/1/1967,"December, 1967",5/1/1969,12/1/1988,"December, 1988",50.90306,6.42111,https://en.wikipedia.org/wiki/AVR_reactor,https://www.world-nuclear.org/reactor/default.aspx/AVR%2520JUELICH,,0.12
Operational,France,FR-54,BELLEVILLE-1,PWR,10/1/1987,"October, 1987",6/1/1988,,None (Currently operational),47.50972,2.875,https://en.wikipedia.org/wiki/Belleville_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BELLEVILLE-1,,0.71
Operational,France,FR-55,BELLEVILLE-2,PWR,7/1/1988,"July, 1988",1/1/1989,,None (Currently operational),47.50972,2.875,https://en.wikipedia.org/wiki/Belleville_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BELLEVILLE-1,,0.71
Shut Down,United Kingdom,GB-3A,BERKELEY-1, GCR,6/1/1962,"June, 1962",6/1/1962,3/1/1989,"March, 1989",51.6925,-2.493611,https://en.wikipedia.org/wiki/Berkeley_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/BERKELEY-1,,0.2
Shut Down,United Kingdom,GB-3B,BERKELEY-2, GCR,6/1/1962,"June, 1962",10/1/1962,10/1/1988,"October, 1988",51.6925,-2.493611,https://en.wikipedia.org/wiki/Berkeley_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/BERKELEY-1,,0.2
Operational,France,FR-32,BLAYAIS-1,PWR,6/1/1981,"June, 1981",12/1/1981,,None (Currently operational),45.25583,-0.69306,https://en.wikipedia.org/wiki/Blayais_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-1,,0.71
Operational,France,FR-33,BLAYAIS-2,PWR,7/1/1982,"July, 1982",2/1/1983,,None (Currently operational),45.25583,-0.69306,https://en.wikipedia.org/wiki/Blayais_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-1,,0.71
Operational,France,FR-34,BLAYAIS-3,PWR,8/1/1983,"August, 1983",11/1/1983,,None (Currently operational),45.25583,-0.69306,https://en.wikipedia.org/wiki/Blayais_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-1,,0.71
Operational,France,FR-35,BLAYAIS-4,PWR,5/1/1983,"May, 1983",10/1/1983,,None (Currently operational),45.25583,-0.69306,https://en.wikipedia.org/wiki/Blayais_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BLAYAIS-1,,0.71
Operational,France,FR-13,BUGEY-2,PWR,5/1/1978,"May, 1978",3/1/1979,,None (Currently operational),45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,,0.71
Operational,France,FR-14,BUGEY-3,PWR,9/1/1978,"September, 1978",3/1/1979,,None (Currently operational),45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,,0.71
Operational,France,FR-15,BUGEY-4,PWR,3/1/1979,"March, 1979",7/1/1979,,None (Currently operational),45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,,0.71
Operational,France,FR-16,BUGEY-5,PWR,7/1/1979,"July, 1979",1/1/1980,,None (Currently operational),45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,,0.71
Shut Down,France,FR-9,BUGEY-1, GCR,4/1/1972,"April, 1972",7/1/1972,5/1/1994,"May, 1994",45.79833,5.27083,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/BUGEY-1,,0.71
Operational,United States,US-454,BYRON-1,PWR,3/1/1985,"March, 1985",9/1/1985,,None (Currently operational),42.07417,-89.28194,https://en.wikipedia.org/wiki/Byron_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/BYRON-1,,0.19
Operational,United States,US-455,BYRON-2,PWR,2/1/1987,"February, 1987",8/1/1987,,None (Currently operational),42.07417,-89.28194,https://en.wikipedia.org/wiki/Byron_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/BYRON-1,,0.19
Shut Down,United Kingdom,GB-1A,CALDER HALL-1, GCR,8/1/1956,"August, 1956",10/1/1956,3/1/2003,"March, 2003",54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,,0.2
Shut Down,United Kingdom,GB-1B,CALDER HALL-2, GCR,2/1/1957,"February, 1957",2/1/1957,3/1/2003,"March, 2003",54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,,0.2
Shut Down,United Kingdom,GB-1C,CALDER HALL-3, GCR,3/1/1958,"March, 1958",5/1/1958,3/1/2003,"March, 2003",54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,,0.2
Shut Down,United Kingdom,GB-1D,CALDER HALL-4, GCR,4/1/1959,"April, 1959",4/1/1959,3/1/2003,"March, 2003",54.4205,-3.4975,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1,,0.2
Operational,United States,US-483,CALLAWAY-1,PWR,10/1/1984,"October, 1984",12/1/1984,,None (Currently operational),38.76167,-91.78,https://en.wikipedia.org/wiki/Callaway_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/CALLAWAY-1,,0.19
Operational,Romania,RO-1,CERNAVODA-1,PHWR,7/1/1996,"July, 1996",12/1/1996,,None (Currently operational),44.322222,28.057222,https://en.wikipedia.org/wiki/Cernavod%25C4%2583_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CERNAVODA-1,,0.18
Operational,Romania,RO-2,CERNAVODA-2,PHWR,8/1/2007,"August, 2007",11/1/2007,,None (Currently operational),44.322222,28.057222,https://en.wikipedia.org/wiki/Cernavod%25C4%2583_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CERNAVODA-1,,0.18
Operational,Pakistan,PK-2,CHASNUPP-1,PWR,6/1/2000,"June, 2000",9/1/2000,,None (Currently operational),32.39028,71.4625,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHASNUPP-1,,0.07
Operational,Pakistan,PK-3,CHASNUPP-2,PWR,3/1/2011,"March, 2011",5/1/2011,,None (Currently operational),32.39028,71.4625,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHASNUPP-1,,0.07
Operational,Pakistan,PK-4,CHASNUPP-3,PWR,10/1/2016,"October, 2016",12/1/2016,,None (Currently operational),32.39028,71.4625,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHASNUPP-1,,0.07
Operational,Pakistan,PK-5,CHASNUPP-4,PWR,7/1/2017,"July, 2017",9/1/2017,,None (Currently operational),32.39028,71.4625,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHASNUPP-1,,0.07
Shut Down,Ukraine,UA-25,CHERNOBYL-1, LWGR,9/1/1977,"September, 1977",5/1/1978,11/1/1996,"November, 1996",51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,,0.55
Shut Down,Ukraine,UA-26,CHERNOBYL-2, LWGR,12/1/1978,"December, 1978",5/1/1979,10/1/1991,"October, 1991",51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,,0.55
Shut Down,Ukraine,UA-42,CHERNOBYL-3, LWGR,12/1/1981,"December, 1981",6/1/1982,12/1/2000,"December, 2000",51.38917,30.09944,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHERNOBYL-1,,0.55
Shut Down,France,FR-2,CHINON A-1, GCR,6/1/1963,"June, 1963",2/1/1964,4/1/1973,"April, 1973",47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,,0.71
Shut Down,France,FR-3,CHINON A-2, GCR,2/1/1965,"February, 1965",2/1/1965,6/1/1985,"June, 1985",47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,,0.71
Shut Down,France,FR-4,CHINON A-3, GCR,8/1/1966,"August, 1966",8/1/1966,6/1/1990,"June, 1990",47.2325,0.1703,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHINON%2520A-1,,0.71
Operational,France,FR-62,CHOOZ B-1,PWR,8/1/1996,"August, 1996",5/1/2000,,None (Currently operational),50.09,4.78944,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHOOZ%2520B-1,,0.71
Operational,France,FR-70,CHOOZ B-2,PWR,4/1/1997,"April, 1997",9/1/2000,,None (Currently operational),50.09,4.78944,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CHOOZ%2520B-1,,0.71
Operational,France,FR-42,CRUAS-1,PWR,4/1/1983,"April, 1983",4/1/1984,,None (Currently operational),44.63306,4.75667,https://en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CRUAS-1,,0.71
Operational,France,FR-43,CRUAS-2,PWR,9/1/1984,"September, 1984",4/1/1985,,None (Currently operational),44.63306,4.75667,https://en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CRUAS-1,,0.71
Operational,France,FR-44,CRUAS-3,PWR,5/1/1984,"May, 1984",9/1/1984,,None (Currently operational),44.63306,4.75667,https://en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CRUAS-1,,0.71
Operational,France,FR-45,CRUAS-4,PWR,10/1/1984,"October, 1984",2/1/1985,,None (Currently operational),44.63306,4.75667,https://en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/CRUAS-1,,0.71
Operational,Canada,CA-22,DARLINGTON-1,PHWR,12/1/1990,"December, 1990",11/1/1992,,None (Currently operational),43.87278,-78.71972,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/DARLINGTON-1,,0.15
Operational,Canada,CA-23,DARLINGTON-2,PHWR,1/1/1990,"January, 1990",10/1/1990,,None (Currently operational),43.87278,-78.71972,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/DARLINGTON-1,,0.15
Operational,Canada,CA-24,DARLINGTON-3,PHWR,12/1/1992,"December, 1992",2/1/1993,,None (Currently operational),43.87278,-78.71972,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/DARLINGTON-1,,0.15
Operational,Canada,CA-25,DARLINGTON-4,PHWR,4/1/1993,"April, 1993",6/1/1993,,None (Currently operational),43.87278,-78.71972,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/DARLINGTON-1,,0.15
Operational,United States,US-346,DAVIS BESSE-1,PWR,8/1/1977,"August, 1977",7/1/1978,,None (Currently operational),41.596667,-83.086389,https://en.wikipedia.org/wiki/Davis%25E2%2580%2593Besse_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/DAVIS%2520BESSE-1,,0.19
Operational,Belgium,BE-2,DOEL-1,PWR,8/1/1974,"August, 1974",2/1/1975,,None (Currently operational),51.32472,4.25861,https://en.wikipedia.org/wiki/Doel_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/DOEL-1,,0.49
Operational,Belgium,BE-4,DOEL-2,PWR,8/1/1975,"August, 1975",12/1/1975,,None (Currently operational),51.32472,4.25861,https://en.wikipedia.org/wiki/Doel_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/DOEL-1,,0.49
Operational,Belgium,BE-5,DOEL-3,PWR,6/1/1982,"June, 1982",10/1/1982,,None (Currently operational),51.32472,4.25861,https://en.wikipedia.org/wiki/Doel_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/DOEL-1,,0.49
Operational,Belgium,BE-7,DOEL-4,PWR,4/1/1985,"April, 1985",7/1/1985,,None (Currently operational),51.32472,4.25861,https://en.wikipedia.org/wiki/Doel_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/DOEL-1,,0.49
Shut Down,United Kingdom,GB-15,DOUNREAY PFR, FBR,1/1/1975,"January, 1975",7/1/1976,3/1/1994,"March, 1994",58.57814,-3.75233,https://en.wikipedia.org/wiki/Dounreay,https://www.world-nuclear.org/reactor/default.aspx/DOUNREAY%2520PFR,,0.2
Operational,United Kingdom,GB-18A,DUNGENESS B-1,GCR,4/1/1983,"April, 1983",4/1/1985,,None (Currently operational),50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/DUNGENESS%2520B-1,,0.2
Operational,United Kingdom,GB-18B,DUNGENESS B-2,GCR,12/1/1985,"December, 1985",4/1/1989,,None (Currently operational),50.913889,0.963889,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/DUNGENESS%2520B-1,,0.2
Shut Down,France,FR-6,EL-4 (MONTS D'ARREE), HWGCR,7/1/1967,"July, 1967",6/1/1968,7/1/1985,"July, 1985",48.3533,-3.8722028,https://en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/EL-4%2520(MONTS%2520D%27ARREE),,0.71
Operational,Argentina,AR-2,EMBALSE,PHWR,4/1/1983,"April, 1983",1/1/1984,,None (Currently operational),-32.232,-64.443,https://en.wikipedia.org/wiki/Embalse_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/EMBALSE,,0.05
Operational,Germany,DE-33,EMSLAND,PWR,4/1/1988,"April, 1988",6/1/1988,,None (Currently operational),52.4742306,7.3178583,https://en.wikipedia.org/wiki/Emsland_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/EMSLAND,,0.12
Operational,Sweden,SE-9,FORSMARK-1,BWR,6/1/1980,"June, 1980",12/1/1980,,None (Currently operational),60.40333,18.16667,https://en.wikipedia.org/wiki/Forsmark_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/FORSMARK-1,,0.42
Operational,Sweden,SE-11,FORSMARK-2,BWR,1/1/1981,"January, 1981",7/1/1981,,None (Currently operational),60.40333,18.16667,https://en.wikipedia.org/wiki/Forsmark_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/FORSMARK-1,,0.42
Operational,Sweden,SE-14,FORSMARK-3,BWR,3/1/1985,"March, 1985",8/1/1985,,None (Currently operational),60.40333,18.16667,https://en.wikipedia.org/wiki/Forsmark_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/FORSMARK-1,,0.42
Shut Down,France,FR-1B,G-2 (MARCOULE), GCR,4/1/1959,"April, 1959",4/1/1959,2/1/1980,"February, 1980",44.14333,4.70944,https://en.wikipedia.org/wiki/Marcoule_Nuclear_Site,https://www.world-nuclear.org/reactor/default.aspx/G-2%2520(MARCOULE),,0.71
Operational,Switzerland,CH-4,GOESGEN,PWR,2/1/1979,"February, 1979",11/1/1979,,None (Currently operational),47.366111,7.966667,https://en.wikipedia.org/wiki/G%25C3%25B6sgen_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/GOESGEN,,0.32
Operational,France,FR-61,GOLFECH-1,PWR,6/1/1990,"June, 1990",2/1/1991,,None (Currently operational),44.10667,0.84528,https://en.wikipedia.org/wiki/Golfech_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/GOLFECH-1,,0.71
Operational,France,FR-68,GOLFECH-2,PWR,6/1/1993,"June, 1993",3/1/1994,,None (Currently operational),44.10667,0.84528,https://en.wikipedia.org/wiki/Golfech_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/GOLFECH-1,,0.71
Operational,France,FR-20,GRAVELINES-1,PWR,3/1/1980,"March, 1980",11/1/1980,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
