Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Online,Commercial operation,Shutdown,Offline,Latitude,Longitude,Link1,Link2,Link3,Power from Nuclear
Operational,Germany,DE-27,GROHNDE,PWR,9/1/1984,"September, 1984",2/1/1985,,None (Currently operational),52.03528,9.41333,https://en.wikipedia.org/wiki/Grohnde_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-12,BIBLIS-A, PWR,8/1/1974,"August, 1974",2/1/1975,8/1/2011,"August, 2011",49.71,8.41528,https://en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-18,BIBLIS-B, PWR,4/1/1976,"April, 1976",1/1/1977,8/1/2011,"August, 2011",49.71,8.41528,https://en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-502,GREIFSWALD-1, PWR,12/1/1973,"December, 1973",7/1/1974,2/1/1990,"February, 1990",54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-503,GREIFSWALD-2, PWR,12/1/1974,"December, 1974",4/1/1975,2/1/1990,"February, 1990",54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-504,GREIFSWALD-3, PWR,10/1/1977,"October, 1977",5/1/1978,2/1/1990,"February, 1990",54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-505,GREIFSWALD-4, PWR,9/1/1979,"September, 1979",11/1/1979,7/1/1990,"July, 1990",54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-506,GREIFSWALD-5, PWR,4/1/1989,"April, 1989",11/1/1989,11/1/1989,"November, 1989",54.1405861,13.6644222,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-3,GUNDREMMINGEN-A, BWR,12/1/1966,"December, 1966",4/1/1967,1/1/1977,"January, 1977",48.51472,10.40222,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-26,GUNDREMMINGEN-B, BWR,3/1/1984,"March, 1984",7/1/1984,12/1/2017,"December, 2017",48.51472,10.40222,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-15,NECKARWESTHEIM-1, PWR,6/1/1976,"June, 1976",12/1/1976,8/1/2011,"August, 2011",49.04167,9.175,https://en.wikipedia.org/wiki/Neckarwestheim_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-14,PHILIPPSBURG-1, BWR,5/1/1979,"May, 1979",3/1/1980,8/1/2011,"August, 2011",49.2525,8.43639,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-24,PHILIPPSBURG-2, PWR,12/1/1984,"December, 1984",4/1/1985,12/1/2019,"December, 2019",49.2525,8.43639,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-13,BRUNSBUETTEL, BWR,7/1/1976,"July, 1976",2/1/1977,8/1/2011,"August, 2011",53.891667,9.201667,https://en.wikipedia.org/wiki/Brunsb%25C3%25BCttel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-23,GRAFENRHEINFELD, PWR,12/1/1981,"December, 1981",6/1/1982,6/1/2015,"June, 2015",49.9840861,10.1846694,https://en.wikipedia.org/wiki/Grafenrheinfeld_nuclear_power_plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-7,HDR GROSSWELZHEIM, BWR,10/1/1969,"October, 1969",8/1/1970,4/1/1971,"April, 1971",50.058056,8.986944,https://en.wikipedia.org/wiki/Gro%25C3%259Fwelzheim_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-8,KNK II, FBR,4/1/1978,"April, 1978",3/1/1979,8/1/1991,"August, 1991",50.0591294,8.9871812,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-20,KRUEMMEL, BWR,9/1/1983,"September, 1983",3/1/1984,8/1/2011,"August, 2011",53.41,10.408889,https://en.wikipedia.org/wiki/Kr%25C3%25BCmmel_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-2,MZFR, PHWR,3/1/1966,"March, 1966",12/1/1966,5/1/1984,"May, 1984",50.0591294,8.9871812,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-11,NIEDERAICHBACH, HWGCR,1/1/1973,"January, 1973",1/1/1973,7/1/1974,"July, 1974",48.60472,12.30389,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-501,RHEINSBERG, PWR,5/1/1966,"May, 1966",10/1/1966,6/1/1990,"June, 1990",53.1469917,12.99015,https://en.wikipedia.org/wiki/Rheinsberg_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-19,THTR-300, HTGR,11/1/1985,"November, 1985",6/1/1987,9/1/1988,"September, 1988",51.67917,7.97167,https://en.wikipedia.org/wiki/THTR-300,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-1,VAK KAHL, BWR,6/1/1961,"June, 1961",2/1/1962,11/1/1985,"November, 1985",50.0591194,8.987278,https://en.wikipedia.org/wiki/Kahl_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Shut Down,Germany,DE-9,WUERGASSEN, BWR,12/1/1971,"December, 1971",11/1/1975,8/1/1994,"August, 1994",51.639648,9.391562,https://en.wikipedia.org/wiki/Nuclear_power_in_Germany,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/GERMANY.aspx,,0.12
Operational,Iran,IR-1,BUSHEHR-1,PWR,9/1/2011,"September, 2011",9/1/2013,,None (Currently operational),28.8296222,50.8859611,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/IRAN.aspx,,0.02
Shut Down,Italy,IT-1,LATINA, GCR,5/1/1963,"May, 1963",1/1/1964,12/1/1987,"December, 1987",41.4261083,12.80686139,https://en.wikipedia.org/wiki/Latina_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/ITALY.aspx,,0
Operational,Japan,JP-47,IKATA-3,PWR,3/1/1994,"March, 1994",12/1/1994,,None (Currently operational),33.49083,132.31139,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-45,GENKAI-3,PWR,6/1/1993,"June, 1993",3/1/1994,,None (Currently operational),33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-46,GENKAI-4,PWR,11/1/1996,"November, 1996",7/1/1997,,None (Currently operational),33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-36,HAMAOKA-3,BWR,1/1/1987,"January, 1987",8/1/1987,,None (Currently operational),34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-49,HAMAOKA-4,BWR,1/1/1993,"January, 1993",9/1/1993,,None (Currently operational),34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-60,HAMAOKA-5,BWR,4/1/2004,"April, 2004",1/1/2005,,None (Currently operational),34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-8,TAKAHAMA-1,PWR,3/1/1974,"March, 1974",11/1/1974,,None (Currently operational),35.5219917,135.5039556,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-13,TAKAHAMA-2,PWR,1/1/1975,"January, 1975",11/1/1975,,None (Currently operational),35.5219917,135.5039556,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-29,TAKAHAMA-3,PWR,5/1/1984,"May, 1984",1/1/1985,,None (Currently operational),35.5219917,135.5039556,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-30,TAKAHAMA-4,PWR,11/1/1984,"November, 1984",6/1/1985,,None (Currently operational),35.5219917,135.5039556,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-41,SHIMANE-2,BWR,7/1/1988,"July, 1988",2/1/1989,,None (Currently operational),35.53833,132.99917,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-50,OHI-3,PWR,6/1/1991,"June, 1991",12/1/1991,,None (Currently operational),35.540625,135.652033,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-51,OHI-4,PWR,6/1/1992,"June, 1992",2/1/1993,,None (Currently operational),35.540625,135.652033,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-14,MIHAMA-3,PWR,2/1/1976,"February, 1976",12/1/1976,,None (Currently operational),35.703475,135.9635778,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-34,TSURUGA-2,PWR,6/1/1986,"June, 1986",2/1/1987,,None (Currently operational),35.75194,136.01889,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-21,TOKAI-2,BWR,3/1/1978,"March, 1978",11/1/1978,,None (Currently operational),36.466389,140.606667,https://en.wikipedia.org/wiki/T%25C5%258Dkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-48,SHIKA-1,BWR,1/1/1993,"January, 1993",7/1/1993,,None (Currently operational),37.06111,136.72639,https://en.wikipedia.org/wiki/Shika_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-59,SHIKA-2,BWR,7/1/2005,"July, 2005",3/1/2006,,None (Currently operational),37.06111,136.72639,https://en.wikipedia.org/wiki/Shika_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-33,KASHIWAZAKI KARIWA-1,BWR,2/1/1985,"February, 1985",9/1/1985,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-39,KASHIWAZAKI KARIWA-2,BWR,2/1/1990,"February, 1990",9/1/1990,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-52,KASHIWAZAKI KARIWA-3,BWR,12/1/1992,"December, 1992",8/1/1993,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-53,KASHIWAZAKI KARIWA-4,BWR,12/1/1993,"December, 1993",8/1/1994,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-40,KASHIWAZAKI KARIWA-5,BWR,9/1/1989,"September, 1989",4/1/1990,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-55,KASHIWAZAKI KARIWA-6,BWR,1/1/1996,"January, 1996",11/1/1996,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-56,KASHIWAZAKI KARIWA-7,BWR,12/1/1996,"December, 1996",7/1/1997,,None (Currently operational),37.42833,138.60167,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-54,ONAGAWA-2,BWR,12/1/1994,"December, 1994",7/1/1995,,None (Currently operational),38.40111,141.49972,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-57,ONAGAWA-3,BWR,5/1/2001,"May, 2001",1/1/2002,,None (Currently operational),38.40111,141.49972,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-58,HIGASHI DORI-1 (TOHOKU),BWR,3/1/2005,"March, 2005",12/1/2005,,None (Currently operational),41.188056,141.390278,https://en.wikipedia.org/wiki/Higashid%25C5%258Dri_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-43,TOMARI-1,PWR,12/1/1988,"December, 1988",6/1/1989,,None (Currently operational),43.03611,140.5125,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-44,TOMARI-2,PWR,8/1/1990,"August, 1990",4/1/1991,,None (Currently operational),43.03611,140.5125,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,Japan,JP-64,TOMARI-3,PWR,3/1/2009,"March, 2009",12/1/2009,,None (Currently operational),43.03611,140.5125,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-15,OHI-1, PWR,12/1/1977,"December, 1977",3/1/1979,3/1/2018,"March, 2018",35.540625,135.652033,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-19,OHI-2, PWR,10/1/1978,"October, 1978",12/1/1979,3/1/2018,"March, 2018",35.540625,135.652033,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-12,GENKAI-1, PWR,2/1/1975,"February, 1975",10/1/1975,4/1/2015,"April, 2015",33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-27,GENKAI-2, PWR,6/1/1980,"June, 1980",3/1/1981,4/1/2019,"April, 2019",33.51556,129.83722,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-11,HAMAOKA-1, BWR,8/1/1974,"August, 1974",3/1/1976,1/1/2009,"January, 2009",34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-24,HAMAOKA-2, BWR,5/1/1978,"May, 1978",11/1/1978,1/1/2009,"January, 2009",34.62361,138.1425,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-23,IKATA-1, PWR,2/1/1977,"February, 1977",9/1/1977,5/1/2016,"May, 2016",33.49083,132.31139,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-32,IKATA-2, PWR,8/1/1981,"August, 1981",3/1/1982,5/1/2018,"May, 2018",33.49083,132.31139,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-4,MIHAMA-1, PWR,8/1/1970,"August, 1970",11/1/1970,4/1/2015,"April, 2015",35.703475,135.9635778,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-6,MIHAMA-2, PWR,4/1/1972,"April, 1972",7/1/1972,4/1/2015,"April, 2015",35.703475,135.9635778,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-22,ONAGAWA-1, BWR,11/1/1983,"November, 1983",6/1/1984,12/1/2018,"December, 2018",38.40111,141.49972,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-7,SHIMANE-1, BWR,12/1/1973,"December, 1973",3/1/1974,4/1/2015,"April, 2015",35.53833,132.99917,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-2,TOKAI-1, GCR,11/1/1965,"November, 1965",7/1/1966,3/1/1998,"March, 1998",36.466389,140.606667,https://en.wikipedia.org/wiki/T%25C5%258Dkai_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-3,TSURUGA-1, BWR,11/1/1969,"November, 1969",3/1/1970,4/1/2015,"April, 2015",35.75194,136.01889,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-20,FUGEN ATR, HWLWR,7/1/1978,"July, 1978",3/1/1979,3/1/2003,"March, 2003",35.75444,136.01639,https://en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-25,FUKUSHIMA-DAINI-1, BWR,7/1/1981,"July, 1981",4/1/1982,9/1/2019,"September, 2019",37.31639,141.02556,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-26,FUKUSHIMA-DAINI-2, BWR,6/1/1983,"June, 1983",2/1/1984,9/1/2019,"September, 2019",37.31639,141.02556,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-35,FUKUSHIMA-DAINI-3, BWR,12/1/1984,"December, 1984",6/1/1985,9/1/2019,"September, 2019",37.31639,141.02556,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-38,FUKUSHIMA-DAINI-4, BWR,12/1/1986,"December, 1986",8/1/1987,9/1/2019,"September, 2019",37.31639,141.02556,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Shut Down,Japan,JP-1,JPDR, BWR,10/1/1963,"October, 1963",3/1/1965,3/1/1976,"March, 1976",35.75444,136.01639,https://en.wikipedia.org/wiki/Nuclear_power_in_Japan,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/Japan-nuclear-power.aspx,,0.03
Operational,South Korea,KR-7,HANBIT-1,PWR,3/1/1986,"March, 1986",8/1/1986,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-8,HANBIT-2,PWR,11/1/1986,"November, 1986",6/1/1987,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-11,HANBIT-3,PWR,10/1/1994,"October, 1994",3/1/1995,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-12,HANBIT-4,PWR,7/1/1995,"July, 1995",1/1/1996,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-17,HANBIT-5,PWR,12/1/2001,"December, 2001",5/1/2002,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-18,HANBIT-6,PWR,9/1/2002,"September, 2002",12/1/2002,,None (Currently operational),35.415,126.42389,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-4,WOLSONG-2,PHWR,4/1/1997,"April, 1997",7/1/1997,,None (Currently operational),35.71667,129.47778,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-15,WOLSONG-3,PHWR,3/1/1998,"March, 1998",7/1/1998,,None (Currently operational),35.71667,129.47778,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-16,WOLSONG-4,PHWR,5/1/1999,"May, 1999",10/1/1999,,None (Currently operational),35.71667,129.47778,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-23,SHIN-WOLSONG-1,PWR,1/1/2012,"January, 2012",7/1/2012,,None (Currently operational),35.71667,129.47778,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-24,SHIN-WOLSONG-2,PWR,2/1/2015,"February, 2015",7/1/2015,,None (Currently operational),35.71667,129.47778,#N/A,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-9,HANUL-1,PWR,4/1/1988,"April, 1988",9/1/1988,,None (Currently operational),37.09278,129.38361,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-10,HANUL-2,PWR,4/1/1989,"April, 1989",9/1/1989,,None (Currently operational),37.09278,129.38361,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
Operational,South Korea,KR-13,HANUL-3,PWR,1/1/1998,"January, 1998",8/1/1998,,None (Currently operational),37.09278,129.38361,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/south-korea.aspx,,0.23
