Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,LinkA,LinkB
Operational,RUSSIA,RU-96,BALAKOVO-1,PWR,12/1/1985,5/1/1986,1/1/2021,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
Operational,BELGIUM,BE-3,TIHANGE-1,PWR,3/1/1975,10/1/1975,1/1/2021,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station,nan
Operational,SPAIN,ES-6,ALMARAZ-1,PWR,5/1/1981,9/1/1983,1/1/2021,https://en.wikipedia.org/wiki/Almaraz_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Almaraz_Nuclear_Power_Plant
Operational,"IRAN,ISL.REP.",IR-1,BUSHEHR-1,PWR,9/1/2011,9/1/2013,1/1/2021,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
Operational,ARGENTINA,AR-1,ATUCHA-1,PHWR,3/1/1974,6/1/1974,1/1/2021,https://en.wikipedia.org/wiki/Atucha_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Atucha_Nuclear_Power_Plant
Operational,FRANCE,FR-50,CATTENOM-1,PWR,11/1/1986,4/1/1987,1/1/2021,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant
Operational,ARGENTINA,AR-2,EMBALSE,PHWR,4/1/1983,1/1/1984,1/1/2021,https://en.wikipedia.org/wiki/Embalse_Nuclear_Power_Station,https://en.wikipedia.org/wiki/Embalse_Nuclear_Power_Station
Operational,CANADA,CA-17,POINT LEPREAU,PHWR,9/1/1982,2/1/1983,1/1/2021,https://en.wikipedia.org/wiki/Point_Lepreau_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Point_Lepreau_Nuclear_Generating_Station
Operational,PAKISTAN,PK-1,KANUPP-1,PHWR,10/1/1971,12/1/1972,1/1/2021,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex
Operational,GERMANY,DE-33,EMSLAND,PWR,4/1/1988,6/1/1988,1/1/2021,https://en.wikipedia.org/wiki/Emsland_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Emsland_Nuclear_Power_Plant
Operational,FRANCE,FR-11,FESSENHEIM-1,PWR,4/1/1977,1/1/1978,1/1/2021,https://en.wikipedia.org/wiki/Fessenheim_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Fessenheim_Nuclear_Power_Plant
Operational,USA,US-443,SEABROOK-1,PWR,5/1/1990,8/1/1990,1/1/2021,https://en.wikipedia.org/wiki/Seabrook_Station_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Seabrook_Station_Nuclear_Power_Plant
Operational,PAKISTAN,PK-2,CHASNUPP-1,PWR,6/1/2000,9/1/2000,1/1/2021,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
Operational,INDIA,IN-1,TARAPUR-1,BWR,4/1/1969,10/1/1969,1/1/2021,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station
Operational,INDIA,IN-9,KAKRAPAR-1,PHWR,11/1/1992,5/1/1993,1/1/2021,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station
Operational,INDIA,IN-13,KAIGA-1,PHWR,10/1/2000,11/1/2000,1/1/2021,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
Operational,USA,US-272,SALEM-1,PWR,12/1/1976,6/1/1977,1/1/2021,https://en.wikipedia.org/wiki/Salem_Nuclear_Power_Plant,https://www.nrc.gov/info-finder/reactors/salm1.html
Operational,USA,US-354,HOPE CREEK-1,BWR,8/1/1986,12/1/1986,1/1/2021,https://en.wikipedia.org/wiki/Hope_Creek_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Hope_Creek_Nuclear_Generating_Station
Operational,USA,US-352,LIMERICK-1,BWR,4/1/1985,2/1/1986,1/1/2021,https://en.wikipedia.org/wiki/Limerick_Generating_Station,https://en.wikipedia.org/wiki/Limerick_Generating_Station
Operational,INDIA,IN-3,RAJASTHAN-1,PHWR,11/1/1972,12/1/1973,1/1/2021,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
Operational,USA,US-387,SUSQUEHANNA-1,BWR,11/1/1982,6/1/1983,1/1/2021,https://en.wikipedia.org/wiki/Susquehanna_Steam_Electric_Station,https://en.wikipedia.org/wiki/Susquehanna_Steam_Electric_Station
Operational,USA,US-333,FITZPATRICK,BWR,2/1/1975,7/1/1975,1/1/2021,https://en.wikipedia.org/wiki/James_A._FitzPatrick_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/James_A._FitzPatrick_Nuclear_Power_Plant
Operational,USA,US-220,NINE MILE POINT-1,BWR,11/1/1969,12/1/1969,1/1/2021,https://en.wikipedia.org/wiki/Nine_Mile_Point_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Nine_Mile_Point_Nuclear_Generating_Station
Operational,USA,US-317,CALVERT CLIFFS-1,PWR,1/1/1975,5/1/1975,1/1/2021,https://en.wikipedia.org/wiki/Calvert_Cliffs_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Calvert_Cliffs_Nuclear_Power_Plant
Operational,USA,US-280,SURRY-1,PWR,7/1/1972,12/1/1972,1/1/2021,https://en.wikipedia.org/wiki/Surry_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Surry_Nuclear_Power_Plant
Operational,USA,US-244,GINNA,PWR,12/1/1969,7/1/1970,1/1/2021,https://en.wikipedia.org/wiki/R._E._Ginna_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/R._E._Ginna_Nuclear_Power_Plant
Operational,USA,US-338,NORTH ANNA-1,PWR,4/1/1978,6/1/1978,1/1/2021,https://en.wikipedia.org/wiki/North_Anna_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/North_Anna_Nuclear_Generating_Station
Operational,USA,US-325,BRUNSWICK-1,BWR,12/1/1976,3/1/1977,1/1/2021,https://en.wikipedia.org/wiki/Brunswick_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/bru1.html
Operational,INDIA,IN-7,NARORA-1,PHWR,7/1/1989,1/1/1991,1/1/2021,https://en.wikipedia.org/wiki/Narora_Atomic_Power_Station,https://en.wikipedia.org/wiki/Narora_Atomic_Power_Station
Operational,CANADA,CA-22,DARLINGTON-1,PHWR,12/1/1990,11/1/1992,1/1/2021,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Darlington_Nuclear_Generating_Station
Operational,USA,US-400,HARRIS-1,PWR,1/1/1987,5/1/1987,1/1/2021,https://en.wikipedia.org/wiki/Shearon_Harris_Nuclear_Power_Plant,https://www.nrc.gov/info-finder/reactors/har1.html
Operational,SWITZERLAND,CH-5,LEIBSTADT,BWR,5/1/1984,12/1/1984,1/1/2021,https://en.wikipedia.org/wiki/Leibstadt_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Leibstadt_Nuclear_Power_Plant
Operational,SWITZERLAND,CH-1,BEZNAU-1,PWR,7/1/1969,12/1/1969,1/1/2021,https://en.wikipedia.org/wiki/Beznau_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Beznau_Nuclear_Power_Plant
Operational,USA,US-261,ROBINSON-2,PWR,9/1/1970,3/1/1971,1/1/2021,https://en.wikipedia.org/wiki/H._B._Robinson_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/rob2.html
Operational,INDIA,IN-5,MADRAS-1,PHWR,7/1/1983,1/1/1984,1/1/2021,https://en.wikipedia.org/wiki/Madras_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/MADRAS-1
Operational,USA,US-335,ST. LUCIE-1,PWR,5/1/1976,12/1/1976,1/1/2021,https://en.wikipedia.org/wiki/St._Lucie_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/St._Lucie_Nuclear_Power_Plant
Operational,USA,US-250,TURKEY POINT-3,PWR,11/1/1972,12/1/1972,1/1/2021,https://en.wikipedia.org/wiki/Turkey_Point_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/tp3.html
Operational,USA,US-334,BEAVER VALLEY-1,PWR,6/1/1976,10/1/1976,1/1/2021,https://en.wikipedia.org/wiki/Beaver_Valley_Nuclear_Power_Station,https://www.nrc.gov/info-finder/reactors/bv1.html
Operational,USA,US-369,MCGUIRE-1,PWR,9/1/1981,12/1/1981,1/1/2021,https://en.wikipedia.org/wiki/McGuire_Nuclear_Station,https://en.wikipedia.org/wiki/McGuire_Nuclear_Station
Operational,USA,US-413,CATAWBA-1,PWR,1/1/1985,6/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Catawba_Nuclear_Station,https://en.wikipedia.org/wiki/Catawba_Nuclear_Station
Operational,USA,US-440,PERRY-1,BWR,12/1/1986,11/1/1987,1/1/2021,https://en.wikipedia.org/wiki/Perry_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Perry_Nuclear_Generating_Station
Operational,USA,US-395,SUMMER-1,PWR,11/1/1982,1/1/1984,1/1/2021,https://en.wikipedia.org/wiki/Virgil_C._Summer_Nuclear_Generating_Station,nan
Operational,CANADA,CA-8,BRUCE-1,PHWR,1/1/1977,9/1/1977,1/1/2021,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station
Operational,USA,US-424,VOGTLE-1,PWR,3/1/1987,6/1/1987,1/1/2021,https://en.wikipedia.org/wiki/Vogtle_Electric_Generating_Plant,https://en.wikipedia.org/wiki/Vogtle_Electric_Generating_Plant
Operational,USA,US-321,HATCH-1,BWR,11/1/1974,12/1/1975,1/1/2021,https://en.wikipedia.org/wiki/Edwin_I._Hatch_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Edwin_I._Hatch_Nuclear_Power_Plant
Operational,USA,US-269,OCONEE-1,PWR,5/1/1973,7/1/1973,1/1/2021,https://en.wikipedia.org/wiki/Oconee_Nuclear_Station,https://www.nrc.gov/info-finder/reactors/oco1.html
Operational,USA,US-390,WATTS BAR-1,PWR,2/1/1996,5/1/1996,1/1/2021,https://en.wikipedia.org/wiki/Watts_Bar_Nuclear_Plant,https://en.wikipedia.org/wiki/Watts_Bar_Nuclear_Plant
Operational,USA,US-327,SEQUOYAH-1,PWR,7/1/1980,7/1/1981,1/1/2021,https://en.wikipedia.org/wiki/Sequoyah_Nuclear_Plant,https://en.wikipedia.org/wiki/Sequoyah_Nuclear_Plant
Operational,USA,US-348,FARLEY-1,PWR,8/1/1977,12/1/1977,1/1/2021,https://en.wikipedia.org/wiki/Joseph_M._Farley_Nuclear_Plant,https://en.wikipedia.org/wiki/Joseph_M._Farley_Nuclear_Plant
Operational,USA,US-255,PALISADES,PWR,12/1/1971,12/1/1971,1/1/2021,https://en.wikipedia.org/wiki/Palisades_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Palisades_Nuclear_Generating_Station
Operational,USA,US-315,COOK-1,PWR,2/1/1975,8/1/1975,1/1/2021,https://en.wikipedia.org/wiki/Donald_C._Cook_Nuclear_Plant,https://www.nrc.gov/info-finder/reactors/cook1.html
Operational,USA,US-259,BROWNS FERRY-1,BWR,10/1/1973,8/1/1974,1/1/2021,https://en.wikipedia.org/wiki/Browns_Ferry_Nuclear_Plant,https://en.wikipedia.org/wiki/Browns_Ferry_Nuclear_Plant
Operational,USA,US-266,POINT BEACH-1,PWR,11/1/1970,12/1/1970,1/1/2021,https://en.wikipedia.org/wiki/Point_Beach_Nuclear_Plant,https://en.wikipedia.org/wiki/Point_Beach_Nuclear_Plant
Operational,USA,US-456,BRAIDWOOD-1,PWR,7/1/1987,7/1/1988,1/1/2021,https://en.wikipedia.org/wiki/Braidwood_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Braidwood_Nuclear_Generating_Station
Operational,USA,US-373,LASALLE-1,BWR,9/1/1982,1/1/1984,1/1/2021,https://en.wikipedia.org/wiki/LaSalle_County_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/lasa1.html
Operational,USA,US-461,CLINTON-1,BWR,4/1/1987,11/1/1987,1/1/2021,https://en.wikipedia.org/wiki/Clinton_Power_Station,https://en.wikipedia.org/wiki/Clinton_Power_Station
Operational,USA,US-454,BYRON-1,PWR,3/1/1985,9/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Byron_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Byron_Nuclear_Generating_Station
Operational,GERMANY,DE-32,BROKDORF,PWR,10/1/1986,12/1/1986,1/1/2021,https://en.wikipedia.org/wiki/Brokdorf_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Brokdorf_Nuclear_Power_Plant
Operational,GERMANY,DE-27,GROHNDE,PWR,9/1/1984,2/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Grohnde_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Grohnde_Nuclear_Power_Plant
Operational,USA,US-254,QUAD CITIES-1,BWR,4/1/1972,2/1/1973,1/1/2021,https://en.wikipedia.org/wiki/Quad_Cities_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Quad_Cities_Nuclear_Generating_Station
Operational,USA,US-382,WATERFORD-3,PWR,3/1/1985,9/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Waterford_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Waterford_Nuclear_Generating_Station
Operational,USA,US-416,GRAND GULF-1,BWR,10/1/1984,7/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Grand_Gulf_Nuclear_Station,https://en.wikipedia.org/wiki/Grand_Gulf_Nuclear_Station
Operational,USA,US-458,RIVER BEND-1,BWR,12/1/1985,6/1/1986,1/1/2021,https://en.wikipedia.org/wiki/River_Bend_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/rbs1.html
Operational,USA,US-331,DUANE ARNOLD-1,BWR,5/1/1974,2/1/1975,1/1/2021,https://en.wikipedia.org/wiki/Duane_Arnold_Energy_Center,https://en.wikipedia.org/wiki/Duane_Arnold_Energy_Center
Operational,USA,US-483,CALLAWAY-1,PWR,10/1/1984,12/1/1984,1/1/2021,https://en.wikipedia.org/wiki/Callaway_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Callaway_Nuclear_Generating_Station
Operational,USA,US-282,PRAIRIE ISLAND-1,PWR,12/1/1973,12/1/1973,1/1/2021,https://en.wikipedia.org/wiki/Prairie_Island_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Prairie_Island_Nuclear_Power_Plant
Operational,USA,US-313,ANO-1,PWR,8/1/1974,12/1/1974,1/1/2021,https://en.wikipedia.org/wiki/Arkansas_Nuclear_One,https://www.nrc.gov/info-finder/reactors/ano1.html
Operational,USA,US-263,MONTICELLO,BWR,3/1/1971,6/1/1971,1/1/2021,https://en.wikipedia.org/wiki/Monticello_Nuclear_Generating_Plant,https://en.wikipedia.org/wiki/Monticello_Nuclear_Generating_Plant
Operational,USA,US-298,COOPER,BWR,5/1/1974,7/1/1974,1/1/2021,https://en.wikipedia.org/wiki/Cooper_Nuclear_Station,https://en.wikipedia.org/wiki/Cooper_Nuclear_Station
Operational,USA,US-482,WOLF CREEK,PWR,6/1/1985,9/1/1985,1/1/2021,https://en.wikipedia.org/wiki/Wolf_Creek_Generating_Station,https://en.wikipedia.org/wiki/Wolf_Creek_Generating_Station
Operational,USA,US-498,SOUTH TEXAS-1,PWR,3/1/1988,8/1/1988,1/1/2021,https://en.wikipedia.org/wiki/South_Texas_Nuclear_Generating_Station,https://www.nrc.gov/info-finder/reactors/stp1.html
Operational,MEXICO,MX-1,LAGUNA VERDE-1,BWR,4/1/1989,7/1/1990,1/1/2021,https://en.wikipedia.org/wiki/Laguna_Verde_Nuclear_Power_Station,https://en.wikipedia.org/wiki/Laguna_Verde_Nuclear_Power_Station
Operational,USA,US-445,COMANCHE PEAK-1,PWR,4/1/1990,8/1/1990,1/1/2021,https://en.wikipedia.org/wiki/Comanche_Peak_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Comanche_Peak_Nuclear_Power_Plant
