Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,Latitude,Longitude,Link1,Link2,Link3
Shut Down,GERMANY,DE-5,OBRIGHEIM, PWR,10/1/1968,3/1/1969,5/1/2005,49.36444,9.07639,https://en.wikipedia.org/wiki/Obrigheim_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/OBRIGHEIM,
Shut Down,GERMANY,DE-501,RHEINSBERG, PWR,5/1/1966,10/1/1966,6/1/1990,53.1469917,12.99015,https://en.wikipedia.org/wiki/Rheinsberg_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-10,STADE, PWR,1/1/1972,5/1/1972,11/1/2003,53.62,9.53083,https://en.wikipedia.org/wiki/Stade_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/germany.aspx,
Shut Down,GERMANY,DE-19,THTR-300, HTGR,11/1/1985,6/1/1987,9/1/1988,51.67917,7.97167,https://en.wikipedia.org/wiki/THTR-300,,
Shut Down,GERMANY,DE-17,UNTERWESER, PWR,9/1/1978,9/1/1979,8/1/2011,53.4277,8.4801972,https://en.wikipedia.org/wiki/Unterweser_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/UNTERWESER,
Shut Down,GERMANY,DE-1,VAK KAHL, BWR,6/1/1961,2/1/1962,11/1/1985,50.0591194,8.987278,https://en.wikipedia.org/wiki/Kahl_Nuclear_Power_Plant,,
Shut Down,GERMANY,DE-9,WUERGASSEN, BWR,12/1/1971,11/1/1975,8/1/1994,51.639648,9.391562,https://en.wikipedia.org/wiki/Nuclear_power_in_Germany,,
Shut Down,ITALY,IT-4,CAORSO, BWR,5/1/1978,12/1/1981,7/1/1990,45.07206,9.87214,https://en.wikipedia.org/wiki/Caorso_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/italy.aspx,
Shut Down,ITALY,IT-3,ENRICO FERMI, PWR,10/1/1964,1/1/1965,7/1/1990,45.184094,8.277556,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi_Nuclear_Generating_Station,
Shut Down,ITALY,IT-2,GARIGLIANO, BWR,1/1/1964,6/1/1964,3/1/1982,41.25849,13.83492,https://en.wikipedia.org/wiki/Garigliano_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/italy.aspx,
Shut Down,ITALY,IT-1,LATINA, GCR,5/1/1963,1/1/1964,12/1/1987,41.4261083,12.80686139,https://en.wikipedia.org/wiki/Latina_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-20,FUGEN ATR, HWLWR,7/1/1978,3/1/1979,3/1/2003,35.75444,136.01639,https://en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant,,
Shut Down,JAPAN,JP-25,FUKUSHIMA-DAINI-1, BWR,7/1/1981,4/1/1982,9/1/2019,37.31639,141.02556,#N/A,,
Shut Down,JAPAN,JP-26,FUKUSHIMA-DAINI-2, BWR,6/1/1983,2/1/1984,9/1/2019,37.31639,141.02556,#N/A,,
Shut Down,JAPAN,JP-35,FUKUSHIMA-DAINI-3, BWR,12/1/1984,6/1/1985,9/1/2019,37.31639,141.02556,#N/A,,
Shut Down,JAPAN,JP-38,FUKUSHIMA-DAINI-4, BWR,12/1/1986,8/1/1987,9/1/2019,37.31639,141.02556,#N/A,,
Shut Down,JAPAN,JP-1,JPDR, BWR,10/1/1963,3/1/1965,3/1/1976,35.75444,136.01639,https://en.wikipedia.org/wiki/Nuclear_power_in_Japan,,
Shut Down,JAPAN,JP-31,MONJU, FBR,8/1/1995,,12/1/2017,35.74028,135.98806,https://en.wikipedia.org/wiki/Monju_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MONJU,
Shut Down,KAZAKHSTAN,KZ-10,AKTAU, FBR,7/1/1973,7/1/1973,4/1/1999,43.607,51.283,https://en.wikipedia.org/wiki/BN-350_reactor,https://www.world-nuclear.org/reactor/default.aspx/AKTAU,
Shut Down,NETHERLANDS,NL-1,DODEWAARD, BWR,10/1/1968,3/1/1969,3/1/1997,51.89944,5.68611,https://en.wikipedia.org/wiki/Dodewaard_nuclear_power_plant,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/netherlands.aspx,
Shut Down,RUSSIA,RU-1,APS-1 OBNINSK, LWGR,6/1/1954,12/1/1954,4/1/2002,55.08417,36.56972,https://en.wikipedia.org/wiki/Obninsk_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/APS-1%2520OBNINSK,
Shut Down,SLOVAKIA,SK-1,BOHUNICE A1, HWGCR,12/1/1972,12/1/1972,2/1/1977,48.49444,17.68194,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-o-s/slovakia.aspx,
Shut Down,SPAIN,ES-2,SANTA MARIA DE GARONA, BWR,3/1/1971,5/1/1971,8/1/2017,42.7753,-3.207292,https://en.wikipedia.org/wiki/Santa_Mar%25C3%25ADa_de_Garo%25C3%25B1a_Nuclear_Power_Plant,,
Shut Down,SWEDEN,SE-1,AGESTA, PHWR,5/1/1964,5/1/1964,6/1/1974,59.206022,18.082872,https://en.wikipedia.org/wiki/%25C3%2585gesta_Nuclear_Plant,,
Shut Down,SWITZERLAND,CH-8,LUCENS, HWGCR,1/1/1968,,1/1/1969,46.6928222,6.8268917,https://en.wikipedia.org/wiki/Lucens_reactor,,
Shut Down,SWITZERLAND,CH-2,MUEHLEBERG, BWR,7/1/1971,11/1/1972,12/1/2019,46.968889,7.268056,https://en.wikipedia.org/wiki/M%25C3%25BChleberg_Nuclear_Power_Plant,,
Shut Down,UK,GB-14,DOUNREAY DFR, FBR,10/1/1962,10/1/1962,3/1/1977,58.57814,-3.75233,https://en.wikipedia.org/wiki/Dounreay,,
Shut Down,UK,GB-15,DOUNREAY PFR, FBR,1/1/1975,7/1/1976,3/1/1994,58.57814,-3.75233,https://en.wikipedia.org/wiki/Dounreay,https://www.world-nuclear.org/reactor/default.aspx/DOUNREAY%2520PFR,
Shut Down,UK,GB-5,WINDSCALE AGR, GCR,2/1/1963,3/1/1963,4/1/1981,54.42522476,-3.504429487,https://en.wikipedia.org/wiki/Advanced_Gas-cooled_Reactor,,
Shut Down,UK,GB-12,WINFRITH SGHWR, SGHWR,12/1/1967,1/1/1968,9/1/1990,50.682,-2.261,https://en.wikipedia.org/wiki/Steam-Generating_Heavy_Water_Reactor,https://www.world-nuclear.org/reactor/default.aspx/WINFRITH%2520SGHWR,
Shut Down,USA,US-155,BIG ROCK POINT, BWR,12/1/1962,3/1/1963,8/1/1997,45.35889,-85.19722,https://en.wikipedia.org/wiki/Big_Rock_Point_Nuclear_Power_Plant,,
Shut Down,USA,US-014,BONUS, BWR,8/1/1964,9/1/1965,6/1/1968,18.36639,-67.26861,https://en.wikipedia.org/wiki/Boiling_Nuclear_Superheater_(BONUS)_Reactor_Facility,,
Shut Down,USA,US-144,CVTR, PHWR,12/1/1963,12/1/1963,1/1/1967,34.2625,-81.329167,https://en.wikipedia.org/wiki/Carolinas%25E2%2580%2593Virginia_Tube_Reactor,,
Shut Down,USA,US-011,ELK RIVER, BWR,8/1/1963,7/1/1964,2/1/1968,45.295172,-93.5567,https://en.wikipedia.org/wiki/Elk_River_Station,,
Shut Down,USA,US-267,FORT ST. VRAIN, HTGR,12/1/1976,7/1/1979,8/1/1989,40.24444,-104.87417,https://en.wikipedia.org/wiki/Fort_St._Vrain_Generating_Station,,
Shut Down,USA,US-018,GE VALLECITOS, BWR,10/1/1957,10/1/1957,12/1/1963,37.6132667,-121.8401639,https://en.wikipedia.org/wiki/Vallecitos_Nuclear_Center,,
Shut Down,USA,US-213,HADDAM NECK, PWR,8/1/1967,1/1/1968,12/1/1996,41.48222,-72.49833,https://en.wikipedia.org/wiki/Connecticut_Yankee_Nuclear_Power_Plant,,
Shut Down,USA,US-077,HALLAM, X,9/1/1963,11/1/1963,9/1/1964,40.55925,-96.7847111,https://en.wikipedia.org/wiki/Hallam_Nuclear_Power_Facility,,
Shut Down,USA,US-133,HUMBOLDT BAY, BWR,4/1/1963,8/1/1963,7/1/1976,40.7413222,-124.2090444,https://en.wikipedia.org/wiki/Humboldt_Bay_Nuclear_Power_Plant,,
Shut Down,USA,US-305,KEWAUNEE, PWR,4/1/1974,6/1/1974,5/1/2013,44.34222,-87.53611,https://en.wikipedia.org/wiki/Kewaunee_Power_Station,,
Shut Down,USA,US-409,LACROSSE, BWR,4/1/1968,11/1/1969,4/1/1987,43.5601,-91.2315,https://en.wikipedia.org/wiki/La_Crosse_Boiling_Water_Reactor,,
Shut Down,USA,US-309,MAINE YANKEE, PWR,11/1/1972,12/1/1972,8/1/1997,43.95056,-69.69583,https://en.wikipedia.org/wiki/Maine_Yankee_Nuclear_Power_Plant,,
Shut Down,USA,US-219,OYSTER CREEK, BWR,9/1/1969,12/1/1969,9/1/2018,39.81472,-74.205,https://en.wikipedia.org/wiki/Oyster_Creek_Nuclear_Generating_Station,,
Shut Down,USA,US-130,PATHFINDER, BWR,7/1/1966,8/1/1966,10/1/1967,43.60361,-96.6375,https://en.wikipedia.org/wiki/Pathfinder_Nuclear_Generating_Station,,
Shut Down,USA,US-012,PIQUA, X,7/1/1963,11/1/1963,1/1/1966,40.1323167,-84.2347667,https://en.wikipedia.org/wiki/Piqua_Nuclear_Generating_Station,,
Shut Down,USA,US-146,SAXTON, PWR,3/1/1967,3/1/1967,5/1/1972,40.22694,-78.24194,https://en.wikipedia.org/wiki/Saxton_Nuclear_Generating_Station,,
Shut Down,USA,US-001,SHIPPINGPORT, PWR,12/1/1957,5/1/1958,10/1/1982,40.62111,-80.43528,https://en.wikipedia.org/wiki/Shippingport_Atomic_Power_Station,,
Shut Down,USA,US-322,SHOREHAM, BWR,8/1/1986,8/1/1986,5/1/1989,40.96111,-72.865,https://en.wikipedia.org/wiki/Shoreham_Nuclear_Power_Plant,,
Shut Down,USA,US-344,TROJAN, PWR,12/1/1975,5/1/1976,11/1/1992,46.03833,-122.885,https://en.wikipedia.org/wiki/Trojan_Nuclear_Power_Plant,,
Shut Down,USA,US-271,VERMONT YANKEE, BWR,9/1/1972,11/1/1972,12/1/2014,42.77889,-72.51306,https://en.wikipedia.org/wiki/Vermont_Yankee_Nuclear_Power_Plant,,
Shut Down,USA,US-29,YANKEE NPS, PWR,11/1/1960,7/1/1961,10/1/1991,42.7278389,-72.9291083,https://en.wikipedia.org/wiki/Yankee_Rowe_Nuclear_Power_Station,,
