Years,Continent,Countries,Reactor Count
1/1/1991,Asia,PAKISTAN,1
1/1/1992,Asia,PAKISTAN,1
1/1/1993,Asia,PAKISTAN,1
1/1/1994,Asia,PAKISTAN,1
1/1/1995,Asia,PAKISTAN,1
1/1/1996,Asia,PAKISTAN,1
1/1/1997,Asia,PAKISTAN,1
1/1/1998,Asia,PAKISTAN,1
1/1/1999,Asia,PAKISTAN,1
1/1/2000,Asia,PAKISTAN,2
1/1/2001,Asia,PAKISTAN,2
1/1/2002,Asia,PAKISTAN,2
1/1/2003,Asia,PAKISTAN,2
1/1/2004,Asia,PAKISTAN,2
1/1/2005,Asia,PAKISTAN,2
1/1/2006,Asia,PAKISTAN,2
1/1/2007,Asia,PAKISTAN,2
1/1/2008,Asia,PAKISTAN,2
1/1/2009,Asia,PAKISTAN,2
1/1/2010,Asia,PAKISTAN,2
1/1/2011,Asia,PAKISTAN,3
1/1/2012,Asia,PAKISTAN,3
1/1/2013,Asia,PAKISTAN,3
1/1/2014,Asia,PAKISTAN,3
1/1/2015,Asia,PAKISTAN,3
1/1/2016,Asia,PAKISTAN,4
1/1/2017,Asia,PAKISTAN,5
1/1/2018,Asia,PAKISTAN,5
1/1/2019,Asia,PAKISTAN,5
1/1/2020,Asia,PAKISTAN,5
1/1/1954,North America,MEXICO,0
1/1/1955,North America,MEXICO,0
1/1/1956,North America,MEXICO,0
1/1/1957,North America,MEXICO,0
1/1/1958,North America,MEXICO,0
1/1/1959,North America,MEXICO,0
1/1/1960,North America,MEXICO,0
1/1/1961,North America,MEXICO,0
1/1/1962,North America,MEXICO,0
1/1/1963,North America,MEXICO,0
1/1/1964,North America,MEXICO,0
1/1/1965,North America,MEXICO,0
1/1/1966,North America,MEXICO,0
1/1/1967,North America,MEXICO,0
1/1/1968,North America,MEXICO,0
1/1/1969,North America,MEXICO,0
1/1/1970,North America,MEXICO,0
1/1/1971,North America,MEXICO,0
1/1/1972,North America,MEXICO,0
1/1/1973,North America,MEXICO,0
1/1/1974,North America,MEXICO,0
1/1/1975,North America,MEXICO,0
1/1/1976,North America,MEXICO,0
1/1/1977,North America,MEXICO,0
1/1/1978,North America,MEXICO,0
1/1/1979,North America,MEXICO,0
1/1/1980,North America,MEXICO,0
1/1/1981,North America,MEXICO,0
1/1/1982,North America,MEXICO,0
1/1/1983,North America,MEXICO,0
1/1/1984,North America,MEXICO,0
1/1/1985,North America,MEXICO,0
1/1/1986,North America,MEXICO,0
1/1/1987,North America,MEXICO,0
1/1/1988,North America,MEXICO,0
1/1/1989,North America,MEXICO,1
1/1/1990,North America,MEXICO,1
1/1/1991,North America,MEXICO,1
1/1/1992,North America,MEXICO,1
1/1/1993,North America,MEXICO,1
1/1/1994,North America,MEXICO,2
1/1/1995,North America,MEXICO,2
1/1/1996,North America,MEXICO,2
1/1/1997,North America,MEXICO,2
1/1/1998,North America,MEXICO,2
1/1/1999,North America,MEXICO,2
1/1/2000,North America,MEXICO,2
1/1/2001,North America,MEXICO,2
1/1/2002,North America,MEXICO,2
1/1/2003,North America,MEXICO,2
1/1/2004,North America,MEXICO,2
1/1/2005,North America,MEXICO,2
1/1/2006,North America,MEXICO,2
1/1/2007,North America,MEXICO,2
1/1/2008,North America,MEXICO,2
1/1/2009,North America,MEXICO,2
1/1/2010,North America,MEXICO,2
1/1/2011,North America,MEXICO,2
1/1/2012,North America,MEXICO,2
1/1/2013,North America,MEXICO,2
1/1/2014,North America,MEXICO,2
1/1/2015,North America,MEXICO,2
1/1/2016,North America,MEXICO,2
1/1/2017,North America,MEXICO,2
1/1/2018,North America,MEXICO,2
1/1/2019,North America,MEXICO,2
1/1/2020,North America,MEXICO,2
